application_id,age,age_group,gender,ethnicity,education,employment_type,marital_status,annual_income,monthly_income,loan_amount_requested,loan_purpose,credit_score,monthly_debt_payments,debt_to_income_ratio,employment_length_years,savings,num_credit_lines,num_delinquencies,home_ownership,risk_score,decision,interest_rate,decision_date,biased_risk_score,biased_decision,bias_present
LA003882,70,65+,Female,White,Bachelor,Contract,Married,101933,8494,234000,Home Improvement,804,1118,13.16,9,374608,13,0,Own,100,Approved,6.5,2025-05-27T13:31:49.173256,89.45,Approved,True
LA003883,31,26-35,Male,White,High School,Full-time,Single,43233,3602,41000,Medical,724,1207,33.5,7,63125,5,0,Mortgage,80,Approved,8.09,2025-07-11T13:31:49.173344,67.75,Approved,True
LA003884,24,18-25,Female,White,Some College,Full-time,Married,37537,3128,86000,Debt Consolidation,714,648,20.72,5,23394,14,0,Own,85,Approved,8.38,2025-09-14T13:31:49.173435,65.07,Approved,True
LA003885,24,18-25,Female,White,Some College,Part-time,Married,32349,2695,65000,Business,654,938,34.8,2,3480,1,0,Mortgage,50,Denied,,2025-05-04T13:31:49.173521,28.9,Denied,True
LA003886,34,26-35,Male,Asian,Master,Part-time,Married,64287,5357,150000,Debt Consolidation,830,1500,28.0,12,50814,14,0,Rent,90,Approved,6.76,2025-09-19T13:31:49.173610,85.04,Approved,True
LA003887,38,36-50,Male,Hispanic,Bachelor,Self-employed,Single,120065,10005,69000,Debt Consolidation,726,1719,17.18,16,266028,13,0,Rent,95,Approved,8.49,2025-02-22T13:31:49.173700,95.96,Approved,False
LA003888,36,36-50,Female,Asian,Bachelor,Full-time,Single,87890,7324,36000,Debt Consolidation,716,1294,17.67,11,19870,7,0,Own,85,Approved,8.29,2025-06-01T13:31:49.173792,76.98,Approved,True
LA003889,25,18-25,Male,White,Some College,Part-time,Married,27116,2259,58000,Medical,677,636,28.15,4,25559,12,0,Mortgage,70,Approved,9.56,2025-05-29T13:31:49.173881,56.68,Denied,True
LA003890,50,36-50,Female,White,Master,Full-time,Married,100465,8372,143000,Debt Consolidation,780,2343,27.99,3,298126,7,0,Own,90,Approved,6.98,2025-12-08T13:31:49.173966,82.87,Approved,True
LA003891,64,51-65,Female,White,Some College,Full-time,Married,52552,4379,67000,Home Improvement,667,1809,41.31,6,11418,5,0,Rent,50,Denied,,2025-09-26T13:31:49.174044,41.33,Denied,True
LA003892,25,18-25,Male,Black,Some College,Part-time,Married,27798,2316,50000,Home Improvement,596,336,14.5,4,17615,1,0,Rent,55,Denied,,2026-01-12T13:31:49.174128,42.09,Denied,True
LA003893,38,36-50,Male,White,Master,Full-time,Married,96187,8015,196000,Business,811,1526,19.04,6,33707,1,0,Mortgage,90,Approved,7.13,2025-03-25T13:31:49.174215,90.66,Approved,False
LA003894,63,51-65,Male,Black,Bachelor,Self-employed,Married,111442,9286,144000,Debt Consolidation,850,3740,40.27,10,213522,14,0,Mortgage,75,Approved,5.91,2025-05-30T13:31:49.174301,74.97,Approved,False
LA003895,39,36-50,Male,White,Some College,Full-time,Married,63996,5333,110000,Other,685,2359,44.23,4,112247,13,0,Own,55,Denied,,2025-11-03T13:31:49.174382,55.21,Denied,False
LA003896,77,65+,Male,Hispanic,PhD,Contract,Divorced,154476,12873,248000,Business,774,3483,27.06,1,62096,10,0,Mortgage,75,Approved,7.47,2026-01-25T13:31:49.174470,75.03,Approved,False
LA003897,21,18-25,Female,White,High School,Self-employed,Single,40571,3380,89000,Medical,572,1436,42.47,1,21773,9,0,Mortgage,25,Denied,,2025-04-01T13:31:49.174557,2.28,Denied,True
LA003898,31,26-35,Female,White,Bachelor,Full-time,Married,82165,6847,72000,Medical,647,2871,41.93,0,91431,13,0,Mortgage,40,Denied,,2025-12-29T13:31:49.174704,20.74,Denied,True
LA003899,47,36-50,Male,White,High School,Full-time,Married,41581,3465,79000,Business,714,1027,29.64,12,19209,14,0,Mortgage,80,Approved,8.89,2025-06-18T13:31:49.174823,79.22,Approved,False
LA003900,33,26-35,Male,Hispanic,High School,Self-employed,Married,40486,3373,74000,Business,711,954,28.28,1,32470,5,0,Mortgage,75,Approved,8.99,2025-07-31T13:31:49.174914,68.53,Approved,True
LA003901,39,36-50,Male,Other,Bachelor,Full-time,Married,88515,7376,177000,Medical,759,3055,41.42,19,192268,5,0,Mortgage,75,Approved,7.98,2025-11-11T13:31:49.175002,76.62,Approved,False
LA003902,21,18-25,Female,White,High School,Part-time,Married,19623,1635,45000,Debt Consolidation,579,452,27.64,0,6446,14,0,Rent,40,Denied,,2025-12-03T13:31:49.175810,18.74,Denied,True
LA003903,46,36-50,Female,White,Master,Self-employed,Single,134649,11220,60000,Business,781,4782,42.62,8,60876,1,0,Rent,65,Approved,7.2,2025-05-18T13:31:49.175920,56.32,Denied,True
LA003904,28,26-35,Male,Hispanic,Master,Full-time,Married,109838,9153,122000,Home Improvement,701,3824,41.78,2,104979,7,0,Mortgage,60,Denied,,2025-09-29T13:31:49.176004,53.47,Denied,True
LA003905,35,26-35,Male,White,Master,Self-employed,Widowed,110400,9200,186000,Home Improvement,695,2191,23.82,5,185292,1,0,Own,80,Approved,8.85,2025-04-23T13:31:49.176095,71.24,Approved,True
LA003906,32,26-35,Male,Black,Bachelor,Full-time,Married,60564,5047,52000,Home Improvement,570,1357,26.89,6,39722,12,0,Rent,55,Denied,,2025-08-01T13:31:49.176193,47.94,Denied,True
LA003907,26,26-35,Female,White,High School,Full-time,Married,36928,3077,42000,Debt Consolidation,646,370,12.02,2,45987,5,0,Own,70,Approved,9.72,2025-10-31T13:31:49.176290,53.23,Denied,True
LA003908,53,51-65,Male,White,Bachelor,Full-time,Single,105856,8821,98000,Medical,725,2304,26.12,9,250236,1,0,Mortgage,90,Approved,8.89,2025-03-02T13:31:49.176380,90.69,Approved,False
LA003909,45,36-50,Female,Black,Bachelor,Part-time,Married,40975,3414,20000,Home Improvement,679,1131,33.12,13,14169,4,0,Rent,60,Denied,,2025-10-12T13:31:49.176460,53.61,Denied,True
LA003910,62,51-65,Male,Hispanic,Some College,Full-time,Married,66588,5549,85000,Medical,788,984,17.73,20,172872,2,0,Mortgage,100,Approved,6.87,2025-03-21T13:31:49.176575,100.0,Approved,False
LA003911,35,26-35,Male,White,Bachelor,Full-time,Single,65448,5454,19000,Home Improvement,635,1434,26.29,16,35060,8,0,Own,65,Denied,,2025-05-17T13:31:49.177582,62.32,Approved,True
LA003912,29,26-35,Female,Black,Bachelor,Contract,Married,61758,5146,98000,Home Improvement,728,1956,38.01,2,33223,7,0,Rent,70,Approved,8.17,2025-11-06T13:31:49.177814,50.01,Denied,True
LA003913,59,51-65,Female,White,Some College,Full-time,Married,64325,5360,113000,Debt Consolidation,776,2099,39.16,24,195776,8,0,Mortgage,85,Approved,7.92,2025-08-15T13:31:49.177904,73.37,Approved,True
LA003914,46,36-50,Male,Hispanic,PhD,Self-employed,Single,137444,11453,183000,Debt Consolidation,752,2715,23.7,23,153321,1,0,Rent,95,Approved,8.02,2025-11-23T13:31:49.177995,93.17,Approved,False
LA003915,31,26-35,Male,White,Bachelor,Full-time,Single,72561,6046,165000,Home Improvement,718,2067,34.18,10,40137,1,2,Mortgage,55,Approved,8.28,2026-01-27T13:31:49.178084,45.89,Denied,True
LA003916,48,36-50,Female,White,Bachelor,Self-employed,Married,129545,10795,99000,Debt Consolidation,740,2788,25.83,13,168103,6,0,Mortgage,90,Approved,8.42,2025-04-11T13:31:49.178170,81.55,Approved,True
LA003917,35,26-35,Female,White,High School,Self-employed,Single,58793,4899,23000,Business,751,1859,37.94,14,27292,2,0,Mortgage,75,Approved,8.23,2025-06-15T13:31:49.178258,58.32,Denied,True
LA003918,26,26-35,Female,Hispanic,High School,Full-time,Married,48831,4069,46000,Debt Consolidation,674,1459,35.85,6,69312,8,0,Mortgage,70,Approved,9.1,2025-09-15T13:31:49.178345,51.87,Denied,True
LA003919,41,36-50,Male,White,Master,Contract,Single,119716,9976,164000,Debt Consolidation,657,2490,24.96,13,239913,14,0,Own,80,Approved,9.9,2026-01-27T13:31:49.178433,80.75,Approved,False
LA003920,22,18-25,Male,Hispanic,Some College,Self-employed,Married,60055,5004,146000,Debt Consolidation,603,1743,34.83,3,15944,14,0,Mortgage,45,Denied,,2025-09-15T13:31:49.178518,30.11,Denied,True
LA003921,51,51-65,Male,Hispanic,Bachelor,Full-time,Married,84260,7021,70000,Medical,722,815,11.61,14,134621,13,0,Rent,95,Approved,8.58,2025-06-22T13:31:49.178606,95.15,Approved,False
LA003922,50,36-50,Female,White,Bachelor,Full-time,Married,93415,7784,197000,Debt Consolidation,673,3166,40.67,12,248789,11,0,Mortgage,60,Approved,9.55,2025-12-14T13:31:49.178699,52.87,Denied,True
LA003923,30,26-35,Male,White,Master,Full-time,Single,108399,9033,180000,Debt Consolidation,656,3829,42.39,6,107197,10,0,Rent,55,Denied,,2025-04-10T13:31:49.178779,47.95,Denied,True
LA003924,25,18-25,Female,White,Master,Part-time,Single,60616,5051,108000,Debt Consolidation,702,693,13.72,3,33937,5,0,Own,85,Approved,8.67,2025-07-27T13:31:49.178870,65.6,Approved,True
LA003925,50,36-50,Male,Hispanic,Some College,Contract,Married,54724,4560,67000,Business,671,1790,39.25,19,19755,14,0,Rent,60,Approved,9.79,2025-07-07T13:31:49.178958,59.17,Denied,False
LA003926,63,51-65,Female,White,Bachelor,Part-time,Single,69193,5766,66000,Other,758,1485,25.75,19,187389,2,0,Rent,95,Approved,7.96,2025-12-27T13:31:49.179049,81.9,Approved,True
LA003927,29,26-35,Male,Black,Master,Full-time,Married,93826,7818,79000,Home Improvement,610,2463,31.5,6,28731,7,0,Mortgage,50,Denied,,2025-11-23T13:31:49.179135,41.93,Denied,True
LA003928,56,51-65,Female,White,High School,Self-employed,Married,67626,5635,60000,Medical,722,937,16.63,6,148659,13,0,Mortgage,95,Approved,8.83,2025-04-18T13:31:49.179226,87.34,Approved,True
LA003929,55,51-65,Female,Hispanic,Bachelor,Full-time,Widowed,99525,8293,94000,Home Improvement,772,2279,27.48,2,168530,3,0,Rent,90,Approved,7.74,2025-03-14T13:31:49.179315,81.61,Approved,True
LA003930,45,36-50,Male,Hispanic,Bachelor,Full-time,Married,77174,6431,191000,Home Improvement,745,1466,22.8,4,118383,9,0,Mortgage,85,Approved,7.71,2026-01-02T13:31:49.179406,86.21,Approved,False
LA003931,49,36-50,Female,White,Bachelor,Full-time,Single,96144,8012,219000,Other,818,2822,35.22,12,123884,12,0,Own,85,Approved,6.24,2025-06-02T13:31:49.179490,78.38,Approved,True
LA003932,58,51-65,Male,White,Some College,Full-time,Single,48108,4009,115000,Medical,774,1745,43.53,23,41087,7,1,Mortgage,60,Approved,7.6,2025-11-23T13:31:49.179576,63.81,Approved,False
LA003933,41,36-50,Female,White,Bachelor,Full-time,Married,65115,5426,158000,Debt Consolidation,725,1838,33.87,9,42118,10,0,Mortgage,75,Approved,8.91,2025-03-19T13:31:49.179746,65.08,Approved,True
LA003934,33,26-35,Male,White,Some College,Part-time,Single,31026,2585,62000,Business,747,1032,39.91,0,16568,9,0,Rent,65,Approved,7.77,2025-05-22T13:31:49.179839,55.81,Denied,True
LA003935,35,26-35,Male,White,Bachelor,Contract,Married,76149,6345,88000,Other,731,2827,44.55,9,53233,14,0,Own,65,Approved,8.42,2025-12-09T13:31:49.179927,55.23,Denied,True
LA003936,31,26-35,Male,White,Some College,Full-time,Single,41713,3476,84000,Other,730,1061,30.52,0,30788,4,0,Own,65,Approved,8.49,2026-01-08T13:31:49.180017,55.11,Denied,True
LA003937,49,36-50,Female,White,Some College,Full-time,Married,44161,3680,49000,Other,685,1504,40.87,7,107071,7,0,Rent,60,Approved,9.67,2025-05-11T13:31:49.180112,51.33,Denied,True
LA003938,22,18-25,Female,Asian,Some College,Full-time,Married,47098,3924,42000,Business,636,907,23.11,1,28318,8,0,Own,55,Denied,,2026-01-15T13:31:49.180200,33.69,Denied,True
LA003939,18,18-25,Male,Hispanic,Some College,Self-employed,Single,65104,5425,147000,Other,699,1584,29.2,0,40193,12,0,Rent,65,Approved,9.15,2025-08-31T13:31:49.180291,49.19,Denied,True
LA003940,45,36-50,Female,White,Master,Full-time,Divorced,129444,10787,105000,Other,771,2585,23.96,12,253954,14,0,Own,95,Approved,7.23,2025-08-27T13:31:49.180377,81.72,Approved,True
LA003941,21,18-25,Male,White,Some College,Full-time,Single,49378,4114,122000,Debt Consolidation,629,674,16.38,2,20065,10,0,Own,60,Denied,,2025-11-20T13:31:49.180459,47.59,Denied,True
LA003942,31,26-35,Female,Hispanic,High School,Full-time,Married,49649,4137,19000,Home Improvement,695,974,23.54,0,30933,12,0,Rent,65,Approved,8.92,2025-06-02T13:31:49.180549,46.57,Denied,True
LA003943,76,65+,Female,White,Bachelor,Part-time,Married,62303,5191,27000,Debt Consolidation,661,632,12.17,15,203105,2,0,Mortgage,85,Approved,10.28,2025-06-05T13:31:49.180639,75.38,Approved,True
LA003944,29,26-35,Male,White,Bachelor,Self-employed,Married,98075,8172,45000,Business,720,1608,19.67,5,150715,10,0,Rent,95,Approved,8.83,2025-10-26T13:31:49.180724,88.93,Approved,True
LA003945,61,51-65,Male,White,Bachelor,Part-time,Single,64375,5364,158000,Home Improvement,752,545,10.16,13,231307,5,0,Mortgage,100,Approved,7.99,2025-07-19T13:31:49.180807,100.0,Approved,False
LA003946,46,36-50,Male,Hispanic,Master,Full-time,Single,99299,8274,108000,Home Improvement,617,3068,37.08,10,125933,9,1,Rent,50,Denied,,2025-08-02T13:31:49.180888,50.38,Denied,False
LA003947,38,36-50,Female,White,Bachelor,Contract,Single,64599,5383,64000,Debt Consolidation,610,1346,25.0,3,55734,12,0,Mortgage,60,Approved,10.45,2025-09-14T13:31:49.180976,50.88,Denied,True
LA003948,33,26-35,Female,White,Master,Part-time,Single,65154,5429,84000,Medical,669,2006,36.95,2,21542,6,0,Mortgage,55,Approved,9.43,2025-10-22T13:31:49.181070,39.44,Denied,True
LA003949,45,36-50,Male,White,Some College,Full-time,Married,44588,3715,24000,Debt Consolidation,662,1129,30.38,22,66319,14,0,Mortgage,70,Approved,10.19,2025-04-18T13:31:49.181163,71.62,Approved,False
LA003950,24,18-25,Male,Other,High School,Contract,Single,32227,2685,57000,Debt Consolidation,654,553,20.59,1,36062,2,0,Own,70,Approved,10.13,2025-08-31T13:31:49.181252,61.37,Approved,True
LA003951,47,36-50,Male,White,Bachelor,Full-time,Married,102482,8540,228000,Business,744,2855,33.43,9,211245,5,0,Own,80,Approved,8.16,2025-04-18T13:31:49.181339,79.13,Approved,False
LA003952,48,36-50,Male,Asian,Bachelor,Full-time,Single,67760,5646,162000,Debt Consolidation,728,1028,18.21,16,175724,10,0,Mortgage,95,Approved,8.62,2025-04-20T13:31:49.181450,93.05,Approved,False
LA003953,34,26-35,Female,Hispanic,Some College,Full-time,Divorced,50873,4239,26000,Medical,652,1045,24.65,1,9536,7,0,Mortgage,55,Denied,,2026-02-04T13:31:49.181533,37.3,Denied,True
LA003954,40,36-50,Male,White,Some College,Full-time,Married,65145,5428,47000,Home Improvement,717,1176,21.66,12,19608,6,0,Mortgage,80,Approved,8.67,2026-01-20T13:31:49.181620,80.68,Approved,False
LA003955,51,51-65,Female,White,Master,Full-time,Divorced,112959,9413,173000,Debt Consolidation,689,2958,31.42,7,121828,10,0,Mortgage,70,Approved,8.85,2025-05-17T13:31:49.181710,61.41,Approved,True
LA003956,75,65+,Female,White,High School,Self-employed,Single,63387,5282,147000,Debt Consolidation,731,2345,44.39,12,25421,6,0,Own,60,Denied,,2025-04-28T13:31:49.181789,48.47,Denied,True
LA003957,47,36-50,Male,Hispanic,Master,Contract,Single,117132,9761,195000,Debt Consolidation,760,1749,17.92,21,211144,8,0,Own,100,Approved,7.64,2025-07-30T13:31:49.181876,100.0,Approved,False
LA003958,29,26-35,Male,Hispanic,Bachelor,Full-time,Married,65224,5435,90000,Other,693,1288,23.7,1,39573,12,0,Rent,65,Approved,8.67,2025-04-05T13:31:49.181963,57.92,Denied,True
LA003959,44,36-50,Female,White,PhD,Full-time,Married,108327,9027,32000,Medical,807,3141,34.79,21,242362,5,0,Mortgage,85,Approved,7.04,2025-10-02T13:31:49.182053,73.15,Approved,True
LA003960,58,51-65,Female,White,Bachelor,Full-time,Single,94893,7907,90000,Medical,763,3487,44.1,9,271585,8,0,Mortgage,75,Approved,7.29,2025-02-06T13:31:49.182525,65.53,Approved,True
LA003961,66,65+,Male,Black,Some College,Full-time,Divorced,50852,4237,29000,Debt Consolidation,794,1767,41.7,19,68898,4,0,Rent,75,Approved,6.85,2025-03-29T13:31:49.182819,75.16,Approved,False
LA003962,65,51-65,Male,Other,Bachelor,Full-time,Married,96976,8081,189000,Debt Consolidation,727,3384,41.87,4,37663,2,0,Mortgage,55,Denied,,2025-11-02T13:31:49.182920,55.98,Denied,False
LA003963,28,26-35,Male,White,Bachelor,Full-time,Divorced,67855,5654,121000,Medical,792,2193,38.78,8,53424,8,2,Mortgage,60,Denied,,2025-06-22T13:31:49.183265,51.98,Denied,True
LA003964,45,36-50,Male,White,High School,Self-employed,Married,67868,5655,62000,Home Improvement,695,1468,25.96,0,75430,5,0,Rent,70,Approved,9.54,2025-05-03T13:31:49.183538,70.0,Approved,False
LA003965,30,26-35,Female,Asian,Some College,Self-employed,Married,49807,4150,87000,Medical,765,777,18.72,5,8414,3,0,Own,85,Approved,7.49,2025-09-27T13:31:49.183669,68.8,Approved,True
LA003966,31,26-35,Male,Black,Some College,Full-time,Single,58433,4869,71000,Medical,721,1565,32.14,7,37040,7,0,Rent,75,Approved,8.83,2025-05-26T13:31:49.183786,69.85,Approved,True
LA003967,29,26-35,Female,Hispanic,Bachelor,Full-time,Single,84419,7034,174000,Debt Consolidation,714,1271,18.07,9,101928,6,0,Rent,95,Approved,9.05,2025-03-21T13:31:49.183895,78.98,Approved,True
LA003968,65,51-65,Male,White,Bachelor,Self-employed,Single,103499,8624,33000,Debt Consolidation,771,1700,19.71,14,354468,3,0,Mortgage,100,Approved,7.8,2025-03-08T13:31:49.183997,99.73,Approved,False
LA003969,61,51-65,Female,White,Some College,Full-time,Single,49235,4102,48000,Debt Consolidation,660,941,22.93,3,17083,4,0,Mortgage,65,Approved,10.28,2025-11-10T13:31:49.184098,52.08,Denied,True
LA003970,53,51-65,Female,Hispanic,Some College,Full-time,Single,62025,5168,104000,Home Improvement,739,1836,35.52,23,74326,3,0,Rent,80,Approved,8.0,2025-10-15T13:31:49.184196,68.99,Approved,True
LA003971,48,36-50,Female,Hispanic,Bachelor,Full-time,Single,84697,7058,91000,Medical,676,1971,27.93,16,92476,13,0,Rent,80,Approved,9.07,2025-02-10T13:31:49.184291,71.26,Approved,True
LA003972,65,51-65,Male,White,High School,Self-employed,Married,73500,6125,24000,Home Improvement,801,2378,38.82,22,45777,4,0,Rent,80,Approved,6.76,2025-02-11T13:31:49.184389,80.49,Approved,False
LA003973,48,36-50,Female,Hispanic,Some College,Full-time,Single,58293,4857,82000,Business,730,518,10.66,17,48695,5,0,Rent,90,Approved,8.3,2025-03-05T13:31:49.184485,79.33,Approved,True
LA003974,31,26-35,Female,White,Master,Full-time,Married,81968,6830,116000,Business,633,1548,22.66,8,80328,7,0,Mortgage,65,Approved,9.96,2025-04-24T13:31:49.184589,42.88,Denied,True
LA003975,47,36-50,Female,White,Bachelor,Full-time,Single,88480,7373,60000,Other,723,2129,28.87,8,52846,6,0,Mortgage,85,Approved,8.29,2025-10-31T13:31:49.184685,73.64,Approved,True
LA003976,22,18-25,Female,White,Some College,Part-time,Married,28222,2351,24000,Debt Consolidation,716,315,13.39,0,10919,1,0,Mortgage,75,Approved,8.94,2025-04-18T13:31:49.184777,55.89,Denied,True
LA003977,64,51-65,Female,White,Bachelor,Full-time,Married,101095,8424,183000,Debt Consolidation,792,2947,34.98,16,101805,7,0,Mortgage,85,Approved,7.01,2025-02-22T13:31:49.184866,70.6,Approved,True
LA003978,40,36-50,Male,White,Bachelor,Full-time,Single,65835,5486,66000,Debt Consolidation,831,618,11.26,0,146729,14,0,Own,90,Approved,6.78,2025-10-27T13:31:49.184960,91.82,Approved,False
LA003979,66,65+,Male,White,High School,Contract,Single,43510,3625,96000,Medical,795,1242,34.25,16,165464,1,0,Rent,85,Approved,7.54,2025-12-28T13:31:49.185052,84.95,Approved,False
LA003980,35,26-35,Female,White,Some College,Part-time,Single,25213,2101,40000,Debt Consolidation,653,263,12.52,7,19619,9,0,Mortgage,80,Approved,10.4,2025-03-29T13:31:49.185484,60.78,Approved,True
LA003981,22,18-25,Male,White,Some College,Full-time,Married,53189,4432,129000,Home Improvement,693,1642,37.05,2,25435,1,0,Rent,55,Denied,,2025-02-18T13:31:49.185808,42.72,Denied,True
LA003982,57,51-65,Female,Asian,High School,Full-time,Single,39893,3324,33000,Debt Consolidation,739,668,20.09,13,9852,10,0,Mortgage,80,Approved,7.87,2025-07-04T13:31:49.185909,71.56,Approved,True
LA003983,48,36-50,Female,Black,Some College,Self-employed,Single,83151,6929,132000,Debt Consolidation,758,2087,30.12,7,233821,6,0,Mortgage,85,Approved,7.42,2025-04-12T13:31:49.186004,74.23,Approved,True
LA003984,68,65+,Female,Hispanic,High School,Contract,Single,47433,3952,83000,Business,653,1048,26.51,15,158805,11,0,Rent,80,Approved,9.98,2025-11-08T13:31:49.186103,70.12,Approved,True
LA003985,21,18-25,Female,White,Bachelor,Self-employed,Married,85340,7111,65000,Debt Consolidation,582,1194,16.79,2,72259,5,1,Rent,45,Denied,,2025-08-22T13:31:49.186191,24.08,Denied,True
LA003986,31,26-35,Female,White,Bachelor,Full-time,Single,75999,6333,120000,Business,684,2557,40.37,2,113811,1,0,Mortgage,55,Approved,9.72,2025-11-10T13:31:49.186283,36.19,Denied,True
LA003987,73,65+,Male,Hispanic,Bachelor,Self-employed,Single,125105,10425,71000,Medical,774,2909,27.9,22,28486,10,2,Mortgage,65,Denied,,2025-07-15T13:31:49.186367,64.71,Approved,False
LA003988,61,51-65,Female,Black,High School,Full-time,Single,61391,5115,70000,Debt Consolidation,728,729,14.25,5,107465,11,0,Mortgage,95,Approved,8.48,2025-07-23T13:31:49.186459,83.31,Approved,True
LA003989,28,26-35,Male,White,Master,Full-time,Married,115403,9616,94000,Home Improvement,718,2693,28.0,3,193156,11,0,Mortgage,85,Approved,8.21,2025-05-13T13:31:49.186550,76.4,Approved,True
LA003990,55,51-65,Female,Hispanic,Bachelor,Self-employed,Single,89852,7487,34000,Debt Consolidation,696,1145,15.29,8,278134,14,0,Rent,85,Approved,9.29,2025-05-24T13:31:49.186653,72.69,Approved,True
LA003991,31,26-35,Male,Hispanic,Bachelor,Full-time,Single,84341,7028,159000,Business,740,2861,40.71,7,64289,11,0,Mortgage,65,Denied,,2025-10-12T13:31:49.186736,59.11,Denied,True
LA003992,29,26-35,Female,White,Some College,Full-time,Married,59220,4935,19000,Home Improvement,662,802,16.25,8,23078,14,0,Mortgage,75,Approved,9.31,2025-06-06T13:31:49.186825,52.84,Denied,True
LA003993,56,51-65,Female,White,Some College,Full-time,Married,73300,6108,77000,Debt Consolidation,781,1404,22.98,22,90788,7,0,Mortgage,95,Approved,7.15,2025-07-13T13:31:49.186914,82.79,Approved,True
LA003994,46,36-50,Female,Asian,High School,Full-time,Married,37659,3138,82000,Business,652,837,26.67,1,61128,6,0,Mortgage,70,Approved,10.29,2025-10-27T13:31:49.187617,56.68,Denied,True
LA003995,44,36-50,Female,Hispanic,Some College,Self-employed,Married,65867,5488,106000,Home Improvement,672,2183,39.77,21,140704,8,0,Own,70,Approved,9.43,2025-10-20T13:31:49.187715,60.47,Approved,True
LA003996,72,65+,Female,Black,High School,Self-employed,Single,75655,6304,108000,Home Improvement,805,2720,43.14,21,169459,5,0,Own,75,Approved,6.81,2025-07-09T13:31:49.189163,67.67,Approved,True
LA003997,36,36-50,Male,White,High School,Full-time,Single,40786,3398,81000,Other,755,1275,37.51,10,67303,10,0,Mortgage,85,Approved,7.93,2025-07-11T13:31:49.189353,87.6,Approved,False
LA003998,72,65+,Female,Hispanic,High School,Self-employed,Single,58158,4846,111000,Debt Consolidation,813,1684,34.75,21,136006,9,0,Mortgage,85,Approved,7.05,2025-11-17T13:31:49.189454,72.98,Approved,True
LA003999,26,26-35,Female,White,High School,Contract,Married,35701,2975,88000,Home Improvement,725,775,26.05,0,24462,6,0,Own,75,Approved,8.6,2025-09-17T13:31:49.189552,57.4,Denied,True
LA004000,53,51-65,Female,Black,Master,Full-time,Married,131644,10970,172000,Debt Consolidation,806,3291,30.0,15,295044,11,0,Rent,85,Approved,7.01,2026-01-21T13:31:49.189646,74.97,Approved,True
LA004001,31,26-35,Male,Black,Master,Contract,Single,100100,8341,44000,Other,726,1668,20.0,6,100708,14,0,Mortgage,90,Approved,8.31,2025-10-22T13:31:49.189740,82.76,Approved,True
LA004002,35,26-35,Male,Black,High School,Full-time,Married,34291,2857,80000,Home Improvement,588,831,29.08,13,19959,12,0,Rent,55,Denied,,2025-04-18T13:31:49.189827,46.91,Denied,True
LA004003,44,36-50,Male,Hispanic,Bachelor,Self-employed,Married,116012,9667,266000,Business,677,3515,36.36,0,255710,11,0,Rent,60,Denied,,2025-09-22T13:31:49.189918,60.17,Approved,False
LA004004,50,36-50,Female,White,Master,Part-time,Divorced,87205,7267,202000,Business,726,2925,40.25,19,90628,8,0,Rent,70,Approved,8.78,2025-06-08T13:31:49.190016,59.32,Denied,True
LA004005,31,26-35,Female,White,High School,Part-time,Married,26214,2184,18000,Medical,796,633,28.98,5,41492,10,0,Mortgage,95,Approved,6.64,2025-05-07T13:31:49.190109,77.22,Approved,True
LA004006,29,26-35,Female,Hispanic,Some College,Contract,Married,52328,4360,60000,Business,766,970,22.24,1,38360,8,0,Rent,80,Approved,7.67,2025-09-04T13:31:49.190202,61.47,Approved,True
LA004007,40,36-50,Female,White,Bachelor,Self-employed,Single,85778,7148,137000,Business,798,1214,16.98,21,190147,13,0,Own,100,Approved,6.78,2025-06-27T13:31:49.190292,87.46,Approved,True
LA004008,29,26-35,Female,Hispanic,Master,Full-time,Divorced,85199,7099,210000,Debt Consolidation,772,2271,31.99,4,127417,4,0,Mortgage,80,Approved,7.1,2025-10-28T13:31:49.190564,65.59,Approved,True
LA004009,31,26-35,Female,Asian,Bachelor,Full-time,Married,94806,7900,31000,Home Improvement,659,2749,34.8,6,40420,1,0,Mortgage,60,Denied,,2025-08-19T13:31:49.190782,39.21,Denied,True
LA004010,23,18-25,Male,Hispanic,Some College,Full-time,Married,40161,3346,96000,Home Improvement,661,671,20.05,2,32442,5,0,Rent,70,Approved,9.43,2025-06-27T13:31:49.190914,58.34,Denied,True
LA004011,32,26-35,Male,Black,Master,Part-time,Married,65364,5447,36000,Home Improvement,679,1110,20.38,13,22213,8,0,Rent,70,Approved,9.29,2025-12-28T13:31:49.191027,59.61,Denied,True
LA004012,45,36-50,Female,Hispanic,Bachelor,Contract,Widowed,67480,5623,94000,Home Improvement,689,2473,43.98,13,60559,8,0,Mortgage,55,Denied,,2025-05-30T13:31:49.191124,43.19,Denied,True
LA004013,33,26-35,Female,Asian,Bachelor,Full-time,Married,85124,7093,165000,Home Improvement,664,2771,39.06,0,88672,8,0,Rent,60,Approved,9.66,2025-10-16T13:31:49.191232,40.52,Denied,True
LA004014,33,26-35,Male,Black,Master,Full-time,Married,105481,8790,63000,Home Improvement,751,2185,24.86,0,107428,8,0,Own,85,Approved,7.71,2025-10-10T13:31:49.191331,77.7,Approved,True
LA004015,33,26-35,Female,White,Master,Full-time,Divorced,103010,8584,47000,Debt Consolidation,675,1891,22.03,11,104444,5,0,Own,80,Approved,9.77,2025-10-15T13:31:49.191429,65.26,Approved,True
